id,country,state,city,school,station,frequency,emails,music_director,phone,website,address,ig_handles,station_type,genre_hints,submission_methods,flags,outreach_ease,show,notes_raw,source_page
S106,USA,FL,Orlando,University of Central Florida,WUCF 89.9,89.9,,Kayonne Riley,407-823-0899,wucf.org,"Attn: Music Director 12461 Research Parkway, Suite 550 Orlando, FL 32826",wucf.fm,college,,,,hard,Schedule,IG @wucf.fm,17
S107,USA,FL,Panama City,Gulf Coast State College,WKGC 90.7,90.7,derskine@gulfcoast.edu,-,850-873-3500,wkgc.org Contact Form,"WKGC Public Radio / Gulf Coast State College Advanced Technology Center – ATC 314 5230 West U.S. Highway 98 Panama City, FL 32401",alternationhd3,college,,links_preferred; form; email,,easy,Schedule,IG @alternationhd3 3 different streams,17
S108,USA,FL,St. Augustine,Flagler College,WFCF 88.5,88.5,wfcf@flagler.edu,Daniel McCook,904-819-6450,flagler.edu/campus- community/wfcf- flagler-college- radio/,"Flagler College - WFCF 74 King St., St. Augustine, FL 32085",flaglercollegeradio,college,,email,,easy,Schedule at bottom of page,IG @flaglercollegeradio,17
S109,USA,FL,Sunrise,Nova Southeastern University,WKPX 88.5,88.5,makoremotes@nova.edu; nsumusic@nova.edu,Weston Clark,-,makomedia.nova. edu/mako-radio/,"Mako Media Network Department of Communication, Media, and the Arts Nova Southeastern University 3300 S. University Dr., Fort Lauderdale, FL 33328",nsu_makoradio,college,,email,,easy,-,IG @nsu_makoradio,17
S110,USA,FL,Tallahassee,Florida State University,WVFS 89.7,89.7,music@wvfs.fsu.edu,-,-,wvfs.fsu.edu Submission Guidelines,"WVFS Tallahassee, c/o Music Director, 420 Diffenbaugh, Tallahassee, FL 32306-1550",wvfs,college,,form; email,,easy,Schedule,"CD, vinyl, and digital. priority to cd’s so they don't have to burn to play IG @wvfs",17
S111,USA,FL,Tallahassee,Florida A&M University,WANM 90.5,90.5,wanm@famu.edu,-,850-599-3083,wanm.org,"510 Orr Drive Suite 3056 Florida A&M University Tallahassee, FL 32307",905theflava,college,,email,,easy,-,IG @905theflava,17
S112,USA,FL,Tampa,University of Tampa,WUTT 1080am & RadioFX,1080,,-,-,wutt.ut.edu,"401 W Kennedy Blvd Tampa, FL",wuttspartanra,college,,,,hard,-,IG @wuttspartanra dio,17
S113,USA,FL,Winter Park,Rollins College,WPRK 91.5,91.5,wprkfm@rollins.edu,-,407-646-2915,wprk.onuniverse. com,"Kathleen W. Rollins Hall 1000 Holt Ave. Winter Park, FL",wprk,college,,email,,easy,Schedule,IG @wprk,17
S114,USA,GA,Albany,Albany State University,WASU 92.7,92.7,,,-,asurams.edu/ academic-affairs/ college-of-arts- sciences/broadcast- center/wasufm.php,-,hipho.seafood,college,,,,hard,,IG @hipho.seafood,17
S115,USA,GA,Athens,University of Georgia,WUOG 90.5,90.5,tempugamd@gmail.com; wuoglocal@gmail.com,Elizabeth Kim Mal Holmes,"LOCALS: ATTN: Local Music Director (Rissa Rogus + Joseph Mazzola) WUOG 90.5 FM 102 Tate Student Center Athens, GA 30602",wuog.org Contact Form,"ATTN: Music Directors (Damario Walden + Kennon Conner) WUOG 90.5 FM 102 Tate Student Center Athens, GA 30602",wuog,college,,form; email,,easy,Schedule,IG @wuog,17
S116,USA,GA,Atlanta,-,WRFG 89.3,89.3,djpowerlord@gmail.com; jprezidente@yahoo.com; theaftersetradioshow@gmail.com,-,404-523-3471,wrfg.org,"WRFG 89.3 FM 1083 Austin Avenue, NE Atlanta, GA 30307-1940",wrfgatlanta; jprezidente; theaftersetradio,college,,email,,easy,Schedule,IG @wrfgatlanta @jprezidente @theaftersetradio show,17
S117,USA,GA,Atlanta,Georgia Tech,WREK 91.1,91.1,music.director@wrek.org,-,404-894-2468,wrek.org Submission Info,"WREK 91.1 FM 350 Ferst Drive Georgia Tech John Lewis Student Center Suite 2140 Atlanta, GA 30332",wrekatlanta,college,,email,,easy,Schedule,IG @wrekatlanta,17
S118,USA,GA,Atlanta,Georgia State University,WRAS 88.5,88.5,wrasmd@gmail.com,-,404-413-9727,wras.org,,album88atlanta,college,,email,,easy,Schedule,IG @album88atlanta,17
S119,USA,GA,Columbus,Columbus State University,WCUG 88.5,88.5,wcugcougarradio@columbusstate.edu,-,706-507-8617,-,-,wcugcougarra,college,,email,,easy,-,IG @wcugcougarra dio,17
S120,USA,GA,Milledgeville,Georgia College & State University,WGUR 95.3,95.3,wgur.music@gcsu.edu,Halle Rosten,404-680-2342,gcsuradio.com Contact Form,-,wgur953,college,,form; email,,easy,Schedule,IG @wgur953 Submit at bottom of website home page,17
S121,USA,GA,Savannah,Savannah State University,WHCJ 90.3,90.3,whcj@savannahstate.edu,Grace Curry,912-358-4236,savannahstate.edu/ whcj,"WHCJ FM P.O. Box 20484 Savannah, GA 31404",whcj_90.3fm,college,,email,,easy,Schedule,IG @whcj_90.3fm,17
S122,USA,GA,Toccoa Falls,-,WTXR 89.7,89.7,,-,-,hisradiopraise.com Syndication List,-,hisradio,college,,,positive_content_only,hard,Schedule,"IG @hisradio Uplifting music Syndicated in South Carolina, North Carolina, & Georgia",17
S123,USA,HI,Hilo,University of Hawaii Hilo,KUHH 101.1,101.1,urh@hawaii.edu; urhpc@hawaii.edu,-,808-932-7376,hilo.hawaii.edu/ campuscenter/ radio/,-,uhhilocampus,college,,email,,easy,Schedule,IG @uhhilocampus FB: UH Hilo,17
S124,USA,HI,Honolulu,University of Hawaii at Manoa,KTUH 90.1,90.1,md@ktuh.org; aloha@slappradio.com,-,808-956-7261 Text Slapp Radio at 808-800-7793,slappradio.com,-,ktuhfm; slappradio,college,,email,,easy,Schedule,IG @ktuhfm @slappradio,17
S125,USA,ID,Boise,Boise State University,KBSU 90.3,90.3,boisestatepublicradio@boisestate.edu,-,208-426-3663,boisestatepublic radio.org,"1910 University Dr., Boise, ID 83725-1916",boisestatepublic,public_npr,,email,,easy,Schedule,IG @boisestatepublic radio Studio rental available,17
S126,USA,ID,Moscow,University of Idaho,KUOI 89.3,89.3,kuoi@uidaho.edu; connorra@uidaho.edu,Connor Anderson,208-885-7825,kuoi.org,"Bruce M. Pitman Center 709 Deakin Ave. Moscow, ID, 83844-4271",kuoi_89.3,college,,email,,easy,Schedule,IG @kuoi_89.3,17
S127,USA,IL,Bloomington,Illinois Wesleyan University,WESN 88.1,88.1,dbohlman@iwu.edu,Derek Bohlman,309-556-2638,iwu.edu/wesn,Derek Bohlman WESN 88.1 FM PO Box 2900 Bloomington IL 61702,wesn_titanradio,college,,email,,easy,-,IG @wesn_titanradio,18
S128,USA,IL,Champaign,Parkland College,WPCD 88.7,88.7,WPCDRadio@parkland.edu,Deane Geiken,217-373-3790,parkland.edu/ wpcd,-,,college,,email,,easy,-,FB 88.7 WPCD,18
S129,USA,IL,Charleston,Eastern Illinois University,WEIU 88.9,88.9,hitmix@weiu.net,-,217-581-6116,weiu.net/hitmix,-,hitmix889,college,,email,,easy,Schedule,IG @hitmix889 FB Hit-Mix 88.9 WEIU,18
S130,USA,IL,Chicago,DePaul University,Radio DePaul,,radiodepaulmusic@gmail.com,Jonah Elbaum,-,radiodepaul.com,"Radio DePaul Attn: Music Director (optional) 2250 N. Sheffield Ave. Suite 317 Chicago, IL 60614",radiodepaul,college,,email,,easy,Schedule,IG @radiodepaul,18
S131,USA,IL,Chicago,University of Illinois at Chicago,UIC Radio,,uicradio@uic.edu,-,312-413-5085,uicradio.org,"750 S Halsted St #386 Chicago, IL 60607",uicradio,college,,email,,easy,-,IG @uicradio,18
S132,USA,IL,Chicago,Northeastern Illinois University,WZRD 88.3,88.3,musicdirector@wzrdchicago.org,Eddie Pedvin,773-442-4586,wzrdchicago.org,"WZRD Radio Station 5500 N. St. Louis Ave Chicago, IL 60625-4699 ATTN: Music Director",wzrdchicago,college,,email,,easy,Schedule,"prefers CD, WAV files IG @wzrdchicago",18
S133,USA,IL,Chicago,University of Chicago,WHPK 88.5,88.5,md@whpk.org,Eli Winters Ara Hanissian,773-702-8289,whpk.org,"WHPK Reynolds Club 5706 S. University Ave. Chicago, IL 60637",whpk_88.5fm,college,,email,,easy,Schedule,IG @whpk_88.5fm,18
S134,USA,IL,Chicago,Illinois Institute of Technology,WIIT 88.9,88.9,radio@illanoize.co; tguidroz@hawk.iit.edu; fbshow2003@gmail.com,Brian,312-567-3088,web.iit.edu,"WIIT 88.9FM A. Sidney Katz Studio 3201 South State Street Chicago, IL 60616",wiitchicago; fusionradio08; illanoizeradio; illanoize_,college,,email,,easy,-,IG @wiitchicago @fusionradio08 @illanoizeradio @illanoize_,18
S135,USA,IL,Chicago,St. Xavier University,WXAV 88.3,88.3,wxavmusic@gmail.com,Sean Anderson,773-298-3376,sxustudentmedia. com,"ATTN:WXAV 88.3FM 3700 West 103rd St. Chicago, IL 60655",wxavchicago,college,,email,,easy,Schedule,IG @wxavchicago send .wav files,18
S136,USA,IL,Chicago,City Colleges of Chicago,WKKC 89.3,89.3,wkkc@ccc.edu,Marcella Jones,773-488-9552,wkkc.fm,"WKKC Radio Kenndey-King College Building U Chicago, Illinois 60621",marcellajones1,college,,email,,easy,Schedule,IG @marcellajones1,18
S137,USA,IL,Chicago,Columbia College Chicago,WCRX Underground,,wcrxdj@colum.edu,Matt Cunningham,312-663 3512,wcrx.colum.edu,"WCRX-FM Studios 33 E. Ida B. Wells Drive Chicago, IL 60605",wcrxfm,college,,email,,easy,-,IG @wcrxfm FB Chicago’s Underground Spotify WCRX FM,18
S138,USA,IL,Decatur,Millikin University,WJMU 89.5,89.5,aclee@millikin.edu,Samuel Laro,217-424-6377,millikin.edu/wjmu,"ATTN: Aidan Lee 1184 W. Main St., Decatur, Illinois, 62522",wjmu89.5,college,,email,,easy,-,IG @wjmu89.5,18
S139,USA,IL,Dekalb,Northern Illinois University,WNIJ 89.5 WNIU 90.5,89.5,npr@niu.edu,-,815-753-9645,northernpublicradio. org,"801 N. First St., DeKalb, IL 60115",wnij; sessionswnij,public_npr,news_talk,email,,easy,-,IG @wnij @sessionswnij,18
S140,USA,IL,Elmhurst,Elmhurst College,WRSE 88.7,88.7,wrse.radio@elmhurst.edu,-,-,linktr.ee/wrse887,-,wrse887fm,college,,email,,easy,-,IG @wrse887fm,18
S141,USA,IL,Evanston,Northwestern University,WNUR 89.3,89.3,GM@wnur.org,Abigail Everding/ Students,847-866-9687,wnur.org,"Attn: Streetbeat WNUR 89.3 FM, 1877 Campus Drive, Evanston, IL 60208",wnur89.3,college,,email,,easy,Schedule,IG @wnur89.3,18
S142,USA,IL,Galesburg,Knox College,WVKC 90.7,90.7,90.7wvkc@gmail.com,Porter,-,thewvkc.com,"WVKC, Knox College 2 E South St, Galesburg, IL 61401",thewvkc,college,,email,,easy,Schedule,IG @thewvkc,18
S143,USA,IL,Galesburg,Western Illinois University,WIUS 88.3,88.3,WIUS.THEDOG@GMAIL.COM,-,309-298-3218,883thedog.com theproxyreport.com /883thedog,"88.3 The Dog, Third Floor, Sallee Hall, Western Illinois University, Macomb, IL 61455",883thedog,college,,email,,easy,Schedule,IG @883thedog,18
S144,USA,IL,Glen Ellyn,College of DuPage,WDCB 90.9,90.9,,-,630-942-4300,wdcb.org Contact Form,"WDCB Public Radio College of DuPage 425 Fawell Blvd Glen Ellyn, IL 60137",909wdcb,college,jazz,form,,medium,Schedule,IG @909wdcb Jazz,18
S145,USA,IL,Godfrey,Lewis and Clark Community College,WLCA 89.9,89.9,wlcamusicdirector@yahoo.com; wlca899md@gmail.com,Chris Riddle,618-468-4940,wlcafm.com Submit Here,"WLCA 5800 Godfrey Rd. Godfrey, IL 62035",899wlca,college,,form; email,,easy,Schedule,IG @899wlca New music Thursdays 6-8p,18
S146,USA,IL,Greenville,Greenville College,WGRN 89.5,89.5,895wgrn@gmail.com,-,618-267-5436,wgrn.net,-,wgrn89.5,college,,email,,easy,-,IG @wgrn89.5 FB WGRN 89.5,18
S147,USA,IL,Joliet,University of St. Francis,WCSF 88.7,88.7,musicdirectorwcsf@stfrancis.edu,Bryan Ennis,815-740-3214,wcsfradio.com Livestream,"500 wilcox street, Joliet, IL, United States",wcsf887; wcsfradio; bkmorningblitz,college,,links_preferred; email,,easy,Schedule,IG @wcsf887 @wcsfradio @bkmorningblitz FB WCSF Radio,18
S148,USA,IL,Kankakee,Olivet Nazarene University,Shine FM 89.7,89.7,shine@olivet.edu,-,815-939-5330,shine.fm,"One University Ave Bourbonnais, IL 60914",shinefmnetwork,college,,email,,easy,-,Faith based IG @shinefmnetwork,18
S149,USA,IL,Lake Forest,Lake Forest University,WMXM 88.9,88.9,hiphop@wmxm.org; md@wmxm.org,-,847-735-6038,wmxm.org Contacts,"WMXM 555 N Sheridan Rd Lake Forest, IL 60045",wmxm88.9,college,hip-hop,email,,easy,Schedule,"prefer CD, vinyl. CMJ tracking (College Media Journal) IG @wmxm88.9",18
S150,USA,IL,Mattoon,Lake Land College,WLKL 89.9,89.9,899themax@lakelandcollege.edu; gpowers@lakelandcollege.edu,Greg Powers,217-234-5373,lakelandcollege.e du/student-life/ themax/,"Greg Powers 5001 Lake Land Blvd. Mattoon, IL 61938",899themax,college,,email,,easy,-,IG @899themax,18
S151,USA,IL,Mount Carmel,Illinois Eastern Community Colleges,WVJC 89.1,89.1,peachk@iecc.edu,-,618-262-8989,bashradio.com DJ List,"2200 College Drive Mount Carmel, IL 62863",bashradio89,college,,email,,easy,-,IG @bashradio89,19
S152,USA,IL,Naperville,North Central College,WONC 89.1,89.1,feedback@wonc.org,-,630-637-8989,WONC.org Contact Page,"WONC-FM 30 N. Brainard St. P.O. Box 3063 Naperville, IL 60540",wonc891,college,,email,,easy,-,IG @wonc891,19
S153,USA,IL,Normal,Illinois State University,WGLT 89.1,89.1,wglt@illinoisstate.edu; news@wglt.org,-,309-438-2255,WGLT.org,"WGLT 8910 Illinois State University Normal, IL 61790-8910",wgltnews,college,,email,,easy,Schedule,IG @wgltnews,19
S154,USA,IL,Normal,Illinois State University,WZND 103.3,103.3,md@wznd.com; pd@wznd.com,-,309-438-5491,WZND.com Submission Form,"007 Fell Hall Normal, IL 61790",wznd,college,,form; email,,easy,Schedule,IG @wznd,19
S155,USA,IL,Palatine,Harper College,WHCM 88.3,88.3,,-,847-925-6237,harperradio.com,"1200 W Algonquin Rd. Palatine, IL",harperradiofm,college,,,,hard,Schedule,IG @harperradiofm,19
S156,USA,IL,Peoria,Bradley University,WCBU 89.9,89.9,rmdenha@wcbu.org,Dylan,309-438-5426,WCBU.org,"WCBU 1501 W. Bradley Ave. Peoria, IL 61625",wcburadio,college,,email,,easy,-,IG @wcburadio,19
S157,USA,IL,Rock Island,Augustana College,WVIK 90.3,90.3,info@wvik.org,Mindy,(309) 794-7500,WVIK.org,"815 38th Street Rock Island, IL 61201",wvikqc,college,,email,,easy,Schedule,IG @wvikqc,19
S158,USA,IL,Rivergrove,Triton College,WRRG,,wrrg@hotmail.com,-,708-583-3110,Live Stream,-,,college,,links_preferred; email,,easy,-,FB WRRG,19
S159,USA,IL,Romeoville,Lewis University,WLRA 88.1,88.1,wlrathestart@gmail.com; ashleynbihun@lewisu.edu,Ashley Bihun,815-836-5000,wlraradio.com,"1 University Pkwy Romeoville, Illinois",wlraradio,college,,email,,easy,Schedule,IG @wlraradio,19
S160,USA,IL,Urbana,-,WRFU 104.5,104.5,104.5fm.wrfu@gmail.com; djbjclark@gmail.com,DJ BJ Clark Will you make this month’s Top10?,217-344-2536 815-324-2587,wrfu.net,"202 South Broadway Suite #112 Urbana, IL 61801",104.5fm_wrfu; djbjclark,college,,email,,easy,Schedule ask for interviews as well —>,IG @104.5fm_wrfu @djbjclark,19
S161,USA,IL,Urbana,Illini Media Company,WPGU 107.1,107.1,jskahn2@illinimedia.com,Jordan Khan,-,WPGU.com Submission Guidelines,"WPGU Music Director 1001 S. Wright Street Champaign, IL 61820",WPGuillini,college,,form; email,,easy,Schedule,IG @WPGuillini,19
S162,USA,IN,Angola,Tri-State University,WEAX 88.3,88.3,,-,-,star883.com,"STAR 88.3 8 Martin Luther Drive Fort Wayne, IN 46825",star883radio,college,christian,,positive_content_only,hard,-,"CD, FCC friendly / monitored Christian Music IG @star883radio",19
S163,USA,IN,Bloomington,Indiana State University,WFIU 103.7,103.7,wfiu@indiana.edu,-,-,indianapublicmed ia.org/radio/ Contact Form,-,wfiuofficial,college,,form; email,,easy,Schedule,IG @wfiuofficial,19
S164,USA,IN,Bloomington,Indiana University Bloomington,WIUX,,music@wiux.org,Justin Mazany Wiley Jettpace,812-855-7862,wiux.org,"WIUX 99.1FM 717 E. 8th St. Bloomington, IN 47408-3842",wiuxfm,college,,email,,easy,Schedule,IG @wiuxfm,19
S165,USA,IN,Goshen,Goshen College,WGCS 91.1,91.1,globe@goshen.edu,-,574-535-7488,globeradio.org,"1700 South Main Street Goshen, IN 46526",911theglobe,college,,email,,easy,-,IG @911theglobe FB 91.1 The Globe,19
S166,USA,IN,Greencastle,DePauw University,WGRE 91.5,91.5,wgremusic@gmail.com; fionasipple_2025@depauw.edu; ngandinh_2026@depauw.edu,Erica Bean,765-658-4641,wgre.org,"WGRE DePauw University 609 S. Locust Street Greencastle, IN 46135 765-658-4475",wgreradio,college,,email,,easy,Schedule,IG @wgreradio,19
S167,USA,IN,Huntington,Huntington University,WQHU 105.5,105.5,awidener@huntington.edu,-,260-442-4732,foresterdigital.net/ radio,-,foresterdigital,college,,email,,easy,-,IG @foresterdigital,19
S168,USA,IN,Huntington,University of Southern Indiana,WSWI 95.7,95.7,jmmorris@usi.edu; localmusic@957thespin.com; alternative@957thespin.com,-,812-465-1665,957thespin.com,"8600 University Blvd, Evansville, Indiana 47712",957thespin,college,,email,,easy,-,IG @957thespin FB 95.7 The Spin,19
S169,USA,IN,Indianapolis,University of Indianapolis,WICR 88.7,88.7,pensish@uindy.edu,-,317-788-3314,uindyradio.wixsite .com/wicrfm,-,wicronline,college,,email,,easy,Schedule Schedule,IG @wicronline,19
S170,USA,IN,Muncie,Ball State University,WCRD 91.3,91.3,WCRD@bsu.edu,-,765-285-1467,wcrd.net/contact,"WCRD LB 200 Ball State University Muncie, IN 47306",wcrd913,college,,email,,easy,-,IG @wcrd913,19
S171,USA,IN,Richmond,Earlham College,WECI 91.5,91.5,station.manager.weci@gmail.com,"Jason Elliot, Maya Panicker",-,weciradio.org,"Runyon Center WECI 91.5 , Campus of Earlham College 801 National Road West 47374",weciradio,college,,email,,easy,Schedule,IG @weciradio,19
S172,USA,IN,Terre Haute,Indiana State University,WZIS 90.7,90.7,wzismusic@isustudentmedia.com,-,812-237-8970,isustudentmedia. com,"230-B Dreiser Hall 221 N. 6th St. Indiana State University Terre Haute, IN 47809",wzisfm,college,,email,,easy,Schedule,IG @wzisfm,19
S173,USA,IN,Terre Haute,Rose-Hulman Institute of Tech,WMHD,,wmhdradio@gmail.com,Audrey,-,wmhdradio.org,-,wmhdonlideradio,college,,email,,easy,-,IG @wmhdonlideradio,19
S174,USA,IN,Valparaiso,Valparaiso University,WVUR The Source 95.1,95.1,thesource95@gmail.com,-,219-464-5383,wvurthesource.com Contact Form,"WVUR The Source 95.1 1809 Chapel Drive Valparaiso, Indiana 46383",thesource95,college,,form; email,,easy,Schedule,IG @thesource95,19
S175,USA,IN,Vincennes,Vincennes University,WVUB 91.1,91.1,wvub@vinu.edu,Kevin Watson,812-888-4347,wvub.org,"WVUB 1200 North Second St Vincennes, IN 47591",wvub,college,,email,,easy,-,IG @wvub,20
S176,USA,IA,Ames,Iowa State University,KURE 88.5,88.5,music@kure885.org,Karina Abbott Nicci Tait,515-294-4332,kure.stuorg.iastat e.edu,"1199 Friley Hall 212 Beyer Ct Ames, IA 50012",kure885,college,,email,,easy,Schedule,IG @kure885,20
S177,USA,IA,Decorah,Luther College,KWLC,,,-,563-387-1240,kwlc.luther.edu,"KWLC Dahl Centennial Union 8 700 College Drive Decorah, Iowa 52101",kwlc1240,college,,,,hard,-,IG @kwlc1240,20
S178,USA,IA,Iowa City,University of Iowa,KRUI 89.7,89.7,krui.music@gmail.com,-,319-335-7215,krui.fm/about/ music/,"KRUI-FM Music Director 379 IMU Iowa City, IA 52242",,college,,email,,easy,-,include track list with cd or vinyl to stand out + a little bio / info,20
S179,USA,KS,Lawrence,University of Kansas,KJHK 90.7,90.7,submitmusic@kjhk.org,-,-,kjhk.org,"KJHK 90.7 FM 1301 Jayhawk Boulevard Suite 370 Lawrence, KS 66045",kjhk90_7,college,,email,,easy,Schedule,send links not actual files + CD & vinyl IG @kjhk90_7,20
S180,USA,KS,Manhattan,Kansas State University,KSDB 91.9,91.9,,Sara Wallace,785-532-2330,ksdbfm.org Submit Here,"ATTN: Music Director 234 Nicholas Hall 702 Mid-Campus Drive South Manhattan, KSD 66506-1501",wildcat919fm,college,,form,,medium,Schedule,IG @wildcat919fm,20
S181,USA,KY,Lexington,University of Kentucky,WRFL 88.1,88.1,music@wrfl.fm,Aryana Misaghi,-,wrfl.fm,"WRFL Lexington, University Station Box 777, University of Kentucky, Lexington, KY 40506",wrfl881,college,,email,,easy,Schedule,IG @wrfl881,20
S182,USA,LA,Baton Rouge,Louisiana State University,KLSU 91.1,91.1,musicdirector@lsu.edu,-,225-578-5579,lsureveille.com/ klsu,-,klsufm,college,,email,,easy,Schedule,@klsufm,20
S183,USA,LA,Baton Rouge,-,WHYR 96.9,96.9,info@whyr.org,-,225-343-9927 225-800-2727,whyr.org,"1623 Main St. Baton Rouge, LA 70802",whyr969,college,,email,,easy,Schedule,@whyr969,20
S184,USA,LA,New Orleans,Tulane University,WTUL 91.5,91.5,wtul.music@gmail.com,-,504-865-5885,wtulneworleans.c om,"WTUL Tulane University #1527 6823 St. Charles Ave New Orleans, LA 70118",wtul,college,,email,,easy,-,IG @wtul,20
S185,USA,LA,New Orleans,-,WHIV 102.3,102.3,info@whivfm.org,-,-,-,-,whivfm; moose_harris,college,,email,,easy,-,IG @whivfm @moose_harris,20
S186,USA,LA,Natchitoches,Northwestern State University,KNWD 91.7,91.7,knwdradio@gmail.com,-,318-357-5693,-,"109 Kyser Hall PO Box 3038 Natchitoches, LA 71497",knwdradio,college,,email,,easy,-,@knwdradio,20
S187,USA,ME,Brunswick,Bowdoin College,WBOR 91.1,91.1,wbor.brunswick@gmail.com,-,(207) 725-3250,wbor.org,"WBOR Music Directors Hip Hop Smith Union Bowdoin College Brunswick, ME 04011",wbor911,college,,email,,easy,Schedule,IG @wbor911,20
S188,USA,ME,Lewiston,Bates College,WRBC 91.5,91.5,,-,207-777-7532,wrbcradio.com,"WRBC Attn: Music Director , 31 Frye Street , Lewiston, Maine, USA 04240",wrbc915fm,college,,,,hard,Schedule,IG @wrbc915fm,20
S189,USA,ME,Orone,University of Maine,WMEB 91.9,91.9,web.submissions@gmail.com,Michael Murphey,207-815-2334,umaine.edu/ wmeb,,wmeb919,college,,email,,easy,Schedule,IG @wmeb919,20
S190,USA,ME,Presque Isle,University of Maine at Presque Isle,WUPI 92.1,92.1,umpiwupi92.1@gmail.com,-,207-768-9565,wp.umpi.edu/ wupi,-,,college,,email,,easy,-,send email ok,20
S191,USA,ME,Waterville,Colby College,WMHB 89.7,89.7,,-,-,wmhb.org,"Music Director WMHB 89.7 FM 4000 Mayflower Hill Waterville, Maine 04901",,college,,,,hard,-,also submit form at website,20
S192,USA,MD,College Park,"University of Maryland, College Park",WMUC 88.1,88.1,wmucmusicdir@gmail.com,-,301-314-8800,wmuc.umd.edu,"Music Director WMUC Radio 3130 Campus Dining Hall College Park, MD 20742-8431",wmucradio,college,,email,,easy,Schedule,IG @wmucradio,20
S193,USA,MD,Baltimore,Loyola University Maryland,WLOY,,wloymd@loyola.edu,-,410-617-1620,wloy.org,"WLOY Radio 4501 N Charles St. Baltimore, Maryland",wloy_radio,college,,email,,easy,Schedule,IG @wloy_radio,20
S194,USA,MD,Baltimore,Notre Dame of Maryland University,NDMU Radio,,ndmumedia@gmail.com,-,-,-,-,ndmu_media,college,,email,,easy,-,IG @ndmu_media,20
S195,USA,MD,Salisbury,Salisbury University,WXSU 96.3,96.3,wxsu963fm@gmail.com,-,410-548-4760,orgs.salisbury.ed u,"Salisbury University Campus Box 3151 Salisbury, MD 21801",wxsu963,college,,email,,easy,-,please submit to email IG @wxsu963,20
S196,USA,MA,Newton,Lasell College,WLAS 102.9,102.9,rsaber@lasell.edu,Ryan Saber,cell: 781-363-2371,radio.lasell.edu,-,,college,,email,,easy,Schedule,-,20
S197,USA,MA,Amherst,University of Massachusetts Amherst,WMUA 91.1,91.1,wmuamusic@umass.edu,Gil Cuevas,413-545-2876,wmua.org,Bacherman Broadcast Center 201 Student Union 41 Campus Center Way University of Massachusetts Amherst MA 01003,wmua,college,,email,,easy,Schedule,IG @wmua,20
S198,USA,MA,Beverly,Endicott College Radio,-,,,-,503-254-5508,-,"376 Hale St. Beverly, Massachusetts",endicott_r,college,,,,hard,-,IG @endicott_r adio,20
S199,USA,MA,Boston,Berklee College of Music,BIRN,,,-,-,thebirn.com,"The BIRN Berklee College of Music MS-150 , 1140 Boylston Street , Boston, MA 02215",,college,,physical,,hard,Schedule,-,21
S200,USA,MA,Boston,Emerson College,WERS 88.9,88.9,,-,dont follow up just submit,wers.org,"WERS 88.9 180 Tremont St, Boston, MA",wers889,college,,,,hard,Schedule,IG @wers889,21
S201,USA,MA,Boston,Emerson College,WECB The Underground Sound,,submissions@wecb.fm; music@wecb.fm,Lily Hartenstein,617-824-8372,wecb.fm,"WECB Radio Emerson College 120 Boylston St. Boston, MA 02216",wecb.fm,college,,email,,easy,-,IG @wecb.fm,21
S202,USA,MA,Boston,Northeastern University,WRBB 104.9,104.9,music@wrbbradio.org,Brooke Baumgartner,617-373-4339,wrbbradio.org,WRBB 104.9 FM 360 Huntington Avenue #174 Curry Student Center,wrbbradio,college,,email,,easy,Schedule,IG @wrbbradio,21
S203,USA,MA,Boston,Boston University,WTBU 89.3,89.3,music@wtburadio.org,"Derrick Monteiro, Elina Kent",-,sites.bu.edu,-,wtburadio,college,,email,,easy,-,contact MD for interest in sending album IG @wtburadio,21
S204,USA,MA,Chestnut Hill,Boston College,WZBC 90.3,90.3,wzbcpd@gmail.com,-,617-552-3511,wzbc.org,"WZBC 90.3fm Boston College McElroy Commons 107, Chestnut Hill, MA 02467",wzbc,college,,email,,easy,Schedule,IG @wzbc,21
S205,USA,MA,Cambridge,Harvard College,WHRB 95.3,95.3,pd@whrb.org,"Andy Kim, Luca Schroeder",617-495-4818,whrb.org,"WHRB-FM 389 Harvard St. Cambridge, MA 02138-3900",whrb95.3,college,,email,,easy,Schedule,request submission IG @whrb95.3,21
S206,USA,MA,Cambridge,Massachusetts Institute of Technology,WMBR 88.1,88.1,,-,-,wmbr.org,"Attn: Music Director WMBR Radio 3 Ames Street Cambridge, MA 02142",wmbrfm,college,,physical,,hard,Schedule,IG @wmbrfm,21
S207,USA,MA,Great Barrington,-,WBCR 97.7,97.7,,-,-,berkshireradio.or g,-,wbcr977fm,college,,,,hard,Schedule,IG @wbcr977fm,21
S208,USA,MA,Lowell,University of Massachusetts Lowell,WUML 91.5,91.5,wuml_gm@uml.edu,-,978-934-4975,wuml.org,"WUML 1 University Ave, Lowell, MA 01854",wumlradio,college,,email,,easy,Schedule,IG @wumlradio,21
S209,USA,MA,Medford,Tufts University,WMFO 91.5,91.5,md@wmfo.org,"Nick Golin, Avi Block",855-915-9636,wmfo.org,-,wmforadio,college,,email,,easy,Schedule,IG @wmforadio,21
S210,USA,MA,Salem,Salem State College,WMWM 91.7,91.7,wmwmsalem@gmail.com,Carissa Myre,978-219-9170,wmwmsalem.com,"WMWM Salem 352 Lafayette St. Salem, MA 01970 USA",wmwmsalem,college,,email,,easy,-,send music to addresses email + physical IG @wmwmsalem,21
